Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.1761,Sun Aug 05 17:27:46 +0000 2018,0.735,0.105,0.16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FBICBS: What's it like for @JeremySisto coming back to a Dick Wolf show?

""It's one of the most stable ships you can be on... It's exci…",186
0.1027,Sun Aug 05 17:27:41 +0000 2018,0.767,0.11,0.123,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FBICBS: ""We're celebrating the troops on the ground... There are endless stories in there."" - Dick Wolf on why he wanted to focus the s…",187
0.0498,Sun Aug 05 17:27:31 +0000 2018,0.746,0.123,0.13,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FBICBS: “It’s really exciting to be here for the first time in a long, long, long, long time.” - Dick Wolf #CBS #TCA18",188
0.6114,Sun Aug 05 14:47:12 +0000 2018,0.818,0.0,0.182,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Celebrate #NationalSistersDay with an iconic group of sisters! Watch how these three became part of The Brady Bunch… https://t.co/nBVjxl4AbP,189
0.2263,Sat Aug 04 22:57:37 +0000 2018,0.917,0.0,0.083,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @startrekcbs: Executive Producer Alex Kurtzman and @SirPatStew surprised fans today at #STLV with news that he will be returning to the…,190
0.0,Sat Aug 04 00:24:55 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Watching a 💯 spin on @PriceIsRight never gets old…especially when it’s Mila Kunis! https://t.co/NPOukc3jPz,191
0.6124,Fri Aug 03 22:34:08 +0000 2018,0.76,0.0,0.24,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @TrueCrimeCBS: The chances of successfully blowing the whistle are slim, but did a Wells Fargo personal banker beat the odds?

Find out…",192
0.9098,Tue Jul 31 21:02:33 +0000 2018,0.531,0.0,0.469,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Celebrate #NationalAvocadoDay with @letsmakeadeal. 🥑 Relive this #LMAD moment when an avocado wins one amazing deal! https://t.co/QS8GLajWU5,193
0.34,Sat Jul 28 16:43:56 +0000 2018,0.876,0.0,0.124,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Housewives. PTA moms. School volunteers. Starting TONIGHT, hear the stories of seemingly innocent women who put it… https://t.co/5TA15OiTuh",194
0.5707,Wed Jul 25 17:25:36 +0000 2018,0.813,0.0,0.187,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is one allowance that can’t be beat! Kids are winning big this week on @PriceIsRight. 🎉
 https://t.co/lncKu9XvNo",195
0.0,Wed Jul 25 15:12:31 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Renowned artists Cher, Philip Glass, Reba McEntire, Wayne Shorter, and the co-creators of #Hamilton will be recogni… https://t.co/PEjjI9MKE1",196
0.34,Wed Jul 25 01:05:03 +0000 2018,0.882,0.0,0.118,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Who's excited for the return of @MurphyBrownCBS? Here's a behind-the-scenes look at the first table read of the sea… https://t.co/1B5S4WJnCW,197
-0.1511,Tue Jul 24 18:54:14 +0000 2018,0.834,0.099,0.068,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mark your calendars because you won’t want to miss this! Former Secretaries of State @HillaryClinton, @Madeleine, a… https://t.co/JKDPp97OqN",198
0.8293,Mon Jul 23 21:30:33 +0000 2018,0.66,0.0,0.34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The cast couldn’t be more excited to welcome @ansonmount into the @startrekcbs family! Who’s ready to see the iconi… https://t.co/fOS4f4VCb2,199
0.128,Sun Jul 22 01:56:13 +0000 2018,0.927,0.0,0.073,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @startrekcbs: Stream the full panel &amp; learn all the exclusive details revealed about season 2 of #StarTrekDiscovery at @Comic_Con: https…,200
-0.8957,Wed Aug 29 06:45:01 +0000 2018,0.581,0.419,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A Baltimore police detective whose department had initially said was fatally shot in a struggle with his killer, ac… https://t.co/EIIJsSBbH5",201
0.3612,Wed Aug 29 06:31:02 +0000 2018,0.884,0.0,0.116,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Marijuana chemicals, like THC, can be detected in breast milk up to six days after a breastfeeding mom uses marijua… https://t.co/p5WopW8r3Q",202
0.7906,Wed Aug 29 06:16:00 +0000 2018,0.72,0.0,0.28,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","This is how Ruth Bader Ginsburg, the oldest sitting Supreme Court Justice, stays in shape. She attributes her long… https://t.co/NfmfnyovVC",203
-0.8709,Wed Aug 29 06:01:02 +0000 2018,0.575,0.425,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Gun-related homicides and suicides kill more people than war, according to a study https://t.co/j4VFWP3QZG https://t.co/T1FZO1ZnZo",204
0.0,Wed Aug 29 05:46:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Researchers used a manned submersible to bring back the first images of a deep-sea coral reef off the coast of Sout… https://t.co/Hf8Juz1pkd,205
-0.7003,Wed Aug 29 05:31:12 +0000 2018,0.756,0.244,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CuomoPrimeTime: Dominican Father Boniface Ramsey recounts his 15-year crusade to expose the alleged abuse by former Cardinal Theodore M…,206
0.4939,Wed Aug 29 05:31:08 +0000 2018,0.849,0.0,0.151,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A mother was shoved into the path of an oncoming train. Her daughter jumped onto tracks to save her.… https://t.co/H07T6b9jHY,207
-0.7184,Wed Aug 29 05:16:00 +0000 2018,0.727,0.273,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Meet the Arab superhero fighting crime and smashing stereotypes. Emara doesn't wear spandex, skintight leather or m… https://t.co/bJ4eASqKKv",208
0.0,Wed Aug 29 05:04:36 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Bernie-backed progressive Andrew Gillum will face a Trump-styled Republican in Florida's governor's race… https://t.co/Dgs7rroJ91,209
-0.5563,Wed Aug 29 05:01:05 +0000 2018,0.841,0.159,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Air pollution could be more damaging to our health than previously thought, according to a new study, which found t… https://t.co/sULU7cHvzR",210
0.0,Wed Aug 29 04:46:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Bugatti's new Divo supercar costs nearly twice as much as the company's current model, the Chiron, but it can't go… https://t.co/twofLhOOp7",211
0.4215,Wed Aug 29 04:31:01 +0000 2018,0.865,0.0,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nearly 2.3 million cases of chlamydia, gonorrhea and syphilis were diagnosed in the United States in 2017, accordin… https://t.co/XnNgoLpemp",212
0.1027,Wed Aug 29 04:18:20 +0000 2018,0.619,0.155,0.227,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Establishment favorite Martha McSally will defeat two right-wing challengers in Arizona's Republican Senate primary… https://t.co/x07cwhView,213
0.0,Wed Aug 29 04:16:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Korean pop group BTS beats Taylor Swift's record for biggest YouTube debut with the music video for its song ""Idol""… https://t.co/tKl8Zb3m6l",214
0.6486,Wed Aug 29 04:02:08 +0000 2018,0.741,0.0,0.259,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sofia Sanchez had two wishes for her 11th birthday. The first came true earlier this month when Drake surprised her… https://t.co/esmOQC6d8M,215
0.5251,Wed Aug 29 03:57:01 +0000 2018,0.855,0.0,0.145,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNTonight: Andrew Gillum: ""I'm a Democrat, but most importantly I'm a Floridan who wants to build a state that has room for everybody…",216
0.5719,Wed Aug 29 03:56:12 +0000 2018,0.791,0.0,0.209,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Rep. Kyrsten Sinema has won the Democratic primary for Senate in Arizona, CNN projects https://t.co/oye5DGuoqg",217
0.1531,Wed Aug 29 03:55:09 +0000 2018,0.685,0.165,0.149,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Arizona Gov. Doug Ducey, facing a potentially tough battle for re-election in the fall, has won the GOP primary, CN… https://t.co/pYYfdVIaCJ",218
0.34,Wed Aug 29 03:46:48 +0000 2018,0.727,0.105,0.168,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Lori Alhadeff, a mother who lost her daughter in the Parkland shooting, wins a spot on the school board… https://t.co/ttPphDIaJF",219
-0.3182,Wed Aug 29 03:46:04 +0000 2018,0.901,0.099,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A day out from their big-ticket debate, a leaked email has turned up the heat -- quite literally -- in the race bet… https://t.co/YT6C0XZKf7",220
-0.8957,Wed Aug 29 06:45:01 +0000 2018,0.581,0.419,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A Baltimore police detective whose department had initially said was fatally shot in a struggle with his killer, ac… https://t.co/EIIJsSBbH5",221
0.3612,Wed Aug 29 06:31:02 +0000 2018,0.884,0.0,0.116,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Marijuana chemicals, like THC, can be detected in breast milk up to six days after a breastfeeding mom uses marijua… https://t.co/p5WopW8r3Q",222
0.7906,Wed Aug 29 06:16:00 +0000 2018,0.72,0.0,0.28,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","This is how Ruth Bader Ginsburg, the oldest sitting Supreme Court Justice, stays in shape. She attributes her long… https://t.co/NfmfnyovVC",223
-0.8709,Wed Aug 29 06:01:02 +0000 2018,0.575,0.425,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Gun-related homicides and suicides kill more people than war, according to a study https://t.co/j4VFWP3QZG https://t.co/T1FZO1ZnZo",224
0.0,Wed Aug 29 05:46:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Researchers used a manned submersible to bring back the first images of a deep-sea coral reef off the coast of Sout… https://t.co/Hf8Juz1pkd,225
-0.7003,Wed Aug 29 05:31:12 +0000 2018,0.756,0.244,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CuomoPrimeTime: Dominican Father Boniface Ramsey recounts his 15-year crusade to expose the alleged abuse by former Cardinal Theodore M…,226
0.4939,Wed Aug 29 05:31:08 +0000 2018,0.849,0.0,0.151,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A mother was shoved into the path of an oncoming train. Her daughter jumped onto tracks to save her.… https://t.co/H07T6b9jHY,227
-0.7184,Wed Aug 29 05:16:00 +0000 2018,0.727,0.273,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Meet the Arab superhero fighting crime and smashing stereotypes. Emara doesn't wear spandex, skintight leather or m… https://t.co/bJ4eASqKKv",228
0.0,Wed Aug 29 05:04:36 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Bernie-backed progressive Andrew Gillum will face a Trump-styled Republican in Florida's governor's race… https://t.co/Dgs7rroJ91,229
-0.5563,Wed Aug 29 05:01:05 +0000 2018,0.841,0.159,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Air pollution could be more damaging to our health than previously thought, according to a new study, which found t… https://t.co/sULU7cHvzR",230
0.0,Wed Aug 29 04:46:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Bugatti's new Divo supercar costs nearly twice as much as the company's current model, the Chiron, but it can't go… https://t.co/twofLhOOp7",231
0.4215,Wed Aug 29 04:31:01 +0000 2018,0.865,0.0,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nearly 2.3 million cases of chlamydia, gonorrhea and syphilis were diagnosed in the United States in 2017, accordin… https://t.co/XnNgoLpemp",232
0.1027,Wed Aug 29 04:18:20 +0000 2018,0.619,0.155,0.227,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Establishment favorite Martha McSally will defeat two right-wing challengers in Arizona's Republican Senate primary… https://t.co/x07cwhView,233
0.0,Wed Aug 29 04:16:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Korean pop group BTS beats Taylor Swift's record for biggest YouTube debut with the music video for its song ""Idol""… https://t.co/tKl8Zb3m6l",234
0.6486,Wed Aug 29 04:02:08 +0000 2018,0.741,0.0,0.259,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sofia Sanchez had two wishes for her 11th birthday. The first came true earlier this month when Drake surprised her… https://t.co/esmOQC6d8M,235
0.5251,Wed Aug 29 03:57:01 +0000 2018,0.855,0.0,0.145,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNTonight: Andrew Gillum: ""I'm a Democrat, but most importantly I'm a Floridan who wants to build a state that has room for everybody…",236
0.5719,Wed Aug 29 03:56:12 +0000 2018,0.791,0.0,0.209,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Rep. Kyrsten Sinema has won the Democratic primary for Senate in Arizona, CNN projects https://t.co/oye5DGuoqg",237
0.1531,Wed Aug 29 03:55:09 +0000 2018,0.685,0.165,0.149,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Arizona Gov. Doug Ducey, facing a potentially tough battle for re-election in the fall, has won the GOP primary, CN… https://t.co/pYYfdVIaCJ",238
0.34,Wed Aug 29 03:46:48 +0000 2018,0.727,0.105,0.168,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Lori Alhadeff, a mother who lost her daughter in the Parkland shooting, wins a spot on the school board… https://t.co/ttPphDIaJF",239
-0.3182,Wed Aug 29 03:46:04 +0000 2018,0.901,0.099,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A day out from their big-ticket debate, a leaked email has turned up the heat -- quite literally -- in the race bet… https://t.co/YT6C0XZKf7",240
0.128,Wed Aug 29 03:42:19 +0000 2018,0.93,0.0,0.07,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNTonight: ""People didn't think we had a chance, but we did."" Tallahassee Mayor Andrew Gillum speaks with @DonLemon after CNN projects…",241
0.0,Wed Aug 29 03:31:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A tale of two refugee girls | By Angelina Jolie via @CNNOpinion https://t.co/Dz8R0T1RLA https://t.co/L2dw2uTnAp,242
0.2732,Wed Aug 29 03:16:06 +0000 2018,0.861,0.0,0.139,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Inside Sen. John McCain's surprise eulogy invitation to former President Barack Obama https://t.co/RZFlHcLLZ2 https://t.co/eKDHGzAWYA,243
-0.7845,Wed Aug 29 03:01:05 +0000 2018,0.723,0.277,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A dozen prisoners have died in the custody of Mississippi authorities this month and, with the exception of two dea… https://t.co/JESsgqnx7v",244
-0.6369,Wed Aug 29 02:46:08 +0000 2018,0.833,0.167,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The police officer who fatally shot an unarmed black man in Tulsa now teaches a course on how other cops can 'survi… https://t.co/L8vueXQ2B2,245
-0.4404,Wed Aug 29 02:31:05 +0000 2018,0.873,0.127,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The owner of a company that builds 3D-printed guns said he has begun selling blueprints of the weapons to elude a c… https://t.co/j28oea6r9M,246
0.0,Wed Aug 29 02:16:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Facing scrutiny for hush money payments to a porn star and a former Playboy model, Trump pleaded with evangelical l… https://t.co/Agly0f7p9q",247
0.6369,Wed Aug 29 02:16:00 +0000 2018,0.819,0.0,0.181,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","“Today I was a candidate for the highest office in the country I love so much. And tonight, I remain her servant. T… https://t.co/UVPPINI7z9",248
-0.2732,Wed Aug 29 02:03:35 +0000 2018,0.763,0.161,0.076,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""John taught us how to lose. ... He failed a lot but he never quit."" Sen. Lindsey Graham pays emotional tribute to… https://t.co/4weJvqOQuR",249
0.8176,Wed Aug 29 01:53:37 +0000 2018,0.727,0.0,0.273,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @cnnbrk: Tallahassee Mayor Andrew Gillum will win Florida's Democratic governor's race, CNN projects. If he wins, he would be the state'…",250
-0.9217,Wed Aug 29 01:49:47 +0000 2018,0.582,0.418,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A 9-year-old died by suicide on Thursday, shortly after coming out as gay and being bullied at school, according to… https://t.co/uVe0GQHwK9",251
-0.6124,Wed Aug 29 01:43:39 +0000 2018,0.667,0.241,0.093,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CuomoPrimeTime: .@VanJones68: Trump’s warning of possible future violence sounds like “panic on the part of the President trying to sti…,252
0.0,Wed Aug 29 01:43:21 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @AC360: “I’d tell him he was very disrespectful.” American Legion members decry President Trump’s behavior towards the late Sen. John Mc…,253
0.5859,Wed Aug 29 01:42:31 +0000 2018,0.774,0.0,0.226,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Bernie Sanders-backed progressive Andrew Gillum will win Florida Democratic governor's race, CNN projects… https://t.co/rZ8vtF6LoW",254
0.0,Wed Aug 29 01:41:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Slowed new construction and a short supply of existing homes for sale have pushed housing prices so high that buyer… https://t.co/CIlqdLGa2x,255
0.0387,Wed Aug 29 01:31:27 +0000 2018,0.843,0.075,0.082,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CuomoPrimeTime: Former Trump WH Legislative Affairs Director Marc Short calls for greater transparency from tech giants but warn agains…,256
-0.296,Wed Aug 29 01:31:06 +0000 2018,0.896,0.104,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","California will no longer require defendants to post bail in order to be released before trial, in a sweeping refor… https://t.co/mv4GIxHzZ6",257
0.0,Wed Aug 29 01:19:51 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","""The hive got overcrowded because it was hot and humid and they just needed a new place to go so they can keep cool… https://t.co/HpuCZ9x2Mw",258
0.0,Wed Aug 29 01:19:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 40,000 bees swarmed a hot dog stand in Times Square, turning the already-busy area into a hive of activit… https://t.co/034OEV7gMP",259
0.3182,Wed Aug 29 01:10:05 +0000 2018,0.807,0.067,0.126,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump is now turning his focus toward cutting a trade deal with Canada after the United States and Mexico… https://t.co/AHNFtR1f8L,260
0.5994,Wed Aug 29 00:52:54 +0000 2018,0.837,0.0,0.163,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @AC360: Former campaign manager and family spokesman Rick Davis reflected on Sen. McCain's final moments: “It was a beautiful thing, he…",261
-0.6499,Wed Aug 29 00:49:06 +0000 2018,0.706,0.216,0.078,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A banker who previously worked with Paul Manafort but was never charged related to Manafort's bank fraud schemes re… https://t.co/tzeYTaW57e,262
0.7906,Wed Aug 29 00:37:48 +0000 2018,0.72,0.0,0.28,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","This is how Ruth Bader Ginsburg, the oldest sitting Supreme Court Justice, stays in shape. She attributes her long… https://t.co/ONLrCICQN4",263
0.4019,Wed Aug 29 00:35:51 +0000 2018,0.881,0.0,0.119,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @AC360: .@SymoneDSanders says she believes President Trump may be attempting to equate Antifa with the Democratic Party in his violence…,264
0.2732,Wed Aug 29 00:31:08 +0000 2018,0.792,0.0,0.208,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Inside McCain's surprise eulogy invitation to Obama https://t.co/Ovs2wU6Rc0 https://t.co/0Q5wwlYLe2,265
-0.1531,Wed Aug 29 00:21:03 +0000 2018,0.833,0.097,0.069,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The judge who will oversee Paul Manafort's trial in Washington has warned members of the defense team several times… https://t.co/meSlWa7457,266
-0.5859,Wed Aug 29 00:20:52 +0000 2018,0.674,0.23,0.096,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @AC360: “Jeff Sessions is now a dead man walking,” says CNN’s @JeffreyToobin. “[T]he Republican Party will never do anything to stop Don…",267
0.8225,Wed Aug 29 00:14:50 +0000 2018,0.678,0.0,0.322,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Rep. Ron DeSantis will win Florida's Republican governor's primary, CNN projects, in yet another win for a Trump-ba… https://t.co/5pJqz1Y3ro",268
-0.128,Wed Aug 29 00:11:04 +0000 2018,0.667,0.2,0.133,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The former CEO of Barnes &amp; Noble is suing the bookseller over his firing last month https://t.co/9saAEwKexu https://t.co/50mk7FweBe,269
0.3182,Wed Aug 29 00:04:35 +0000 2018,0.916,0.0,0.084,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @OutFrontCNN: Sen. Mark Warner says his former Senate colleague John McCain told him 'to stick at it and get to the truth' in the Russia…,270
0.0,Wed Aug 29 00:01:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A tale of two refugee girls | By Angelina Jolie via @CNNOpinion https://t.co/T8IV5Hq92F https://t.co/Kf3mnGf0UO,271
-0.4767,Tue Aug 28 23:51:03 +0000 2018,0.853,0.147,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Former Papa John's chairman John Schnatter says he believes he's being scapegoated for the pizza chain's poor perfo… https://t.co/CzYxf5brI5,272
-0.7506,Tue Aug 28 23:47:38 +0000 2018,0.782,0.218,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""Never, ever has any president come even close to saying if my side loses there's going to be violence. I think it is irre…",273
-0.5563,Tue Aug 28 23:41:01 +0000 2018,0.841,0.159,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Air pollution could be more damaging to our health than previously thought, according to a new study, which found t… https://t.co/tYL8nukK4A",274
0.0,Tue Aug 28 23:31:05 +0000 2018,0.702,0.149,0.149,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Supreme Court nominee Brett Kavanaugh will be introduced by Republican Sen. Rob Portman of Ohio, former Secretary o… https://t.co/uOTbCpMwru",275
0.0,Tue Aug 28 23:27:07 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""One of the lessons I've learned the most from him was the absolutely essential nature of American leadership around the w…",276
-0.5423,Tue Aug 28 23:21:13 +0000 2018,0.759,0.241,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Arizona polls to close on time after Election Day snafu https://t.co/1uWpz1e8qk https://t.co/X40iSR1yQI,277
0.4215,Tue Aug 28 23:21:05 +0000 2018,0.865,0.0,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nearly 2.3 million cases of chlamydia, gonorrhea and syphilis were diagnosed in the United States in 2017, accordin… https://t.co/maxaNUMjFK",278
0.0,Tue Aug 28 23:18:11 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Uber is pivoting to e-bikes and scooters for short rides as its business model changes https://t.co/dNd7pCDFJj https://t.co/15LLZcTKrf,279
0.0,Tue Aug 28 23:16:23 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Usually, politics and slime go hand-in-hand. ""Sliming"" a political opponent is well-worn tradition, after all.

But… https://t.co/G3Gwd9uP5W",280
0.3612,Tue Aug 28 23:13:53 +0000 2018,0.902,0.0,0.098,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""This is a President that seems like he is lashing out at anyone and I think it's because the walls are closing in,"" says…",281
0.128,Tue Aug 28 23:11:03 +0000 2018,0.783,0.097,0.12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Senate Majority Leader Mitch McConnell cut a deal with Democratic leaders in the upper chamber to clear a slate of… https://t.co/Zn2gj4cf3g,282
0.0,Tue Aug 28 23:07:20 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: It's election day in Arizona, Florida, and Oklahoma. Follow for live updates. https://t.co/GxZ8IRdS3v https://t.co/J1Iz5Nt…",283
0.0,Tue Aug 28 23:01:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Mike Pence's plan to outlast Trump | By Michael D'Antonio and Peter Eisner via @CNNOpinion https://t.co/nFaFZcR7Hv https://t.co/2mRdKYTCX3,284
0.0,Tue Aug 28 23:01:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Researchers used a manned submersible to bring back the first images of a deep-sea coral reef off the coast of Sout… https://t.co/cb4QFVHJAR,285
