Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.6486,Tue Aug 28 22:52:07 +0000 2018,0.741,0.0,0.259,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sofia Sanchez had two wishes for her 11th birthday. The first came true earlier this month when Drake surprised her… https://t.co/UPLxJCXx5r,286
0.0,Tue Aug 28 22:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",GoPro CEO Nick Woodman says the company hasn't been hit by President Trump's tariffs against China yet -- but they… https://t.co/XRwSYMsDU0,287
-0.8176,Tue Aug 28 22:43:21 +0000 2018,0.717,0.283,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A former police officer in the Dallas suburb of Balch Springs was found guilty of murder in the shooting of Jordan… https://t.co/L0TkbxwxUm,288
0.1027,Tue Aug 28 22:38:34 +0000 2018,0.827,0.079,0.094,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNSitRoom: ""This President has to be willing to accept the will of the American people when it comes to an election, and stop threaten…",289
-0.4404,Tue Aug 28 22:35:13 +0000 2018,0.873,0.127,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The owner of a company that builds 3D-printed guns said he has begun selling blueprints of the weapons to elude a c… https://t.co/i8RlYoOzEA,290
-0.6486,Tue Aug 28 22:30:48 +0000 2018,0.763,0.185,0.052,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CNNSitRoom: Democratic Senator Blumenthal says he’s talked to a number of Republican colleagues and thinks ”there would be holy hell to…,291
-0.7184,Tue Aug 28 22:30:00 +0000 2018,0.727,0.273,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Meet the Arab superhero fighting crime and smashing stereotypes. Emara doesn't wear spandex, skintight leather or m… https://t.co/T2BkzI0arL",292
-0.5994,Tue Aug 28 22:28:51 +0000 2018,0.83,0.17,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Veteran David Carrasco gave his own Vietnam War medallion to the late Sen. John McCain's wife, Cindy McCain, outsid… https://t.co/CwUpC3f6gA",293
-0.872,Tue Aug 28 22:25:07 +0000 2018,0.568,0.432,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Illinois authorities are investigating allegations of neglect after a fire in Chicago killed 10 children, officials… https://t.co/7cQ4IhdTOK",294
0.0,Tue Aug 28 22:20:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Facing scrutiny for hush money payments to a porn star and a former Playboy model, Trump pleaded with evangelical l… https://t.co/wqs33Je3GO",295
0.0,Tue Aug 28 22:15:15 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Senate Republicans are sending decidedly mixed messages about how they feel about the future of Attorney General Je… https://t.co/aZufhL6bgH,296
0.0,Tue Aug 28 22:11:48 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","It's election day in Arizona, Florida, and Oklahoma. Follow for live updates. https://t.co/ufORF8aN3n https://t.co/2La3w5ES7x",297
0.0,Tue Aug 28 21:50:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",HBO has quietly dropped erotic late-night programming from its lineup https://t.co/h5A8TbI0d0 https://t.co/xAo7NNNSbL,298
0.4767,Tue Aug 28 21:40:10 +0000 2018,0.744,0.0,0.256,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",JPMorgan just made another high-profile artificial intelligence hire https://t.co/QxeypaK99l https://t.co/Fi7Mj3hzSp,299
0.25,Tue Aug 28 21:35:00 +0000 2018,0.889,0.0,0.111,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Without evidence, Trump reiterated claims about Google's search results, saying the company is ""taking advantage of… https://t.co/4TAekVTE8w",300
0.0,Wed Aug 29 06:53:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",An American flag flies at half-staff outside of the U.S. Embassy in London to commemorate the late @SenJohnMcCain o… https://t.co/KeklQyqP6H,301
0.6369,Wed Aug 29 06:45:00 +0000 2018,0.698,0.0,0.302,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Larry Kudlow: “It’s going to promote economic growth, both sides of the border.” https://t.co/LvcDkPlJO5",302
-0.4019,Wed Aug 29 06:38:00 +0000 2018,0.847,0.153,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Clinton's emails were hacked by China, Trump says in tweet; appears to call for investigation https://t.co/mZTYENcGBB",303
-0.2006,Wed Aug 29 06:30:00 +0000 2018,0.893,0.107,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jasoninthehouse on Attorney General Jeff Sessions: ""He's been the most ineffective attorney general we've probabl… https://t.co/vY2OaSf3Kq",304
0.0,Wed Aug 29 06:22:52 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FIFA President Gianni Infantino presents @POTUS with soccer jerseys during an Oval Office meeting to commemorate No… https://t.co/3OOkCkW2zB,305
0.25,Wed Aug 29 06:15:00 +0000 2018,0.769,0.094,0.137,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""Our government needs tools to pressure North Korea.""

Otto Warmbier's parents are trying to honor his legacy by wo… https://t.co/7AAr7amebQ",306
-0.5859,Wed Aug 29 06:07:00 +0000 2018,0.625,0.306,0.069,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Menendez, in fight for political life, loses backing of fellow NJ Democrat https://t.co/PG8hVJIQ0F",307
0.4404,Wed Aug 29 06:00:03 +0000 2018,0.669,0.105,0.226,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@newtgingrich: ""If the Democrats win control of the House, it'll be a total mess for two solid years."" #Cavuto https://t.co/cGLoQ3u4NO",308
0.0,Wed Aug 29 05:53:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The sun sets behind the mountains on Tuesday in Denver, as smoke filters into the intermountain West with forest fi… https://t.co/vFLYA9ncWi",309
0.0,Wed Aug 29 05:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",FIFA president Gianni Infantino gave @POTUS a yellow and red card during a meeting at the @WhiteHouse Tuesday https://t.co/VA8Lmcfmrr,310
-0.3182,Wed Aug 29 05:38:00 +0000 2018,0.784,0.216,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","'Leave my wife out of it,' Rep. Hunter says about corruption charges: report https://t.co/njeUWMMhLE",311
0.0,Wed Aug 29 05:30:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Jim Brown: “This president is accessible and he’s different.” https://t.co/QpLRheFTj8,312
-0.3818,Wed Aug 29 05:23:00 +0000 2018,0.86,0.14,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",A man watches lightning from a concourse at Kauffman Stadium during a severe storm before a baseball game between t… https://t.co/fX3KKkAVSM,313
0.4404,Wed Aug 29 05:15:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RepDeSantis on @AndrewGillum: ""I'm trying to make Florida even better, he's trying to make Florida Venezuela.""… https://t.co/8TY0IAFrM0",314
0.128,Wed Aug 29 05:07:00 +0000 2018,0.889,0.0,0.111,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Homeless veteran who helped stranded woman takes legal action against couple: report https://t.co/gHAUFQDyaL,315
0.0,Wed Aug 29 05:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""It'll ultimately be paid for by Mexico."" — @POTUS responded to a question Tuesday about funding a U.S.-Mexico bord… https://t.co/9sslK4P7F4",316
0.0,Wed Aug 29 04:53:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","On #Cavuto, @newtgingrich predicted that President @realDonaldTrump will get reelected because ""the economy, frankl… https://t.co/LylybTIUFB",317
-0.296,Wed Aug 29 04:45:00 +0000 2018,0.82,0.18,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@LindseyGrahamSC: “I’ve seen no evidence of collusion after two years.” https://t.co/BLwK9GiFFU,318
0.0,Wed Aug 29 04:38:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Earthquake east of Los Angeles hits magnitude 4.4, USGS says https://t.co/zMTjSibrsa",319
0.0,Wed Aug 29 04:30:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","After he was born at just 22 weeks and spent 160 days in the hospital, a baby boy “graduated” from the neonatal int… https://t.co/m0EpY8bQY6",320
0.0,Wed Aug 29 06:53:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",An American flag flies at half-staff outside of the U.S. Embassy in London to commemorate the late @SenJohnMcCain o… https://t.co/KeklQyqP6H,321
0.6369,Wed Aug 29 06:45:00 +0000 2018,0.698,0.0,0.302,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Larry Kudlow: “It’s going to promote economic growth, both sides of the border.” https://t.co/LvcDkPlJO5",322
-0.4019,Wed Aug 29 06:38:00 +0000 2018,0.847,0.153,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Clinton's emails were hacked by China, Trump says in tweet; appears to call for investigation https://t.co/mZTYENcGBB",323
-0.2006,Wed Aug 29 06:30:00 +0000 2018,0.893,0.107,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jasoninthehouse on Attorney General Jeff Sessions: ""He's been the most ineffective attorney general we've probabl… https://t.co/vY2OaSf3Kq",324
0.0,Wed Aug 29 06:22:52 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FIFA President Gianni Infantino presents @POTUS with soccer jerseys during an Oval Office meeting to commemorate No… https://t.co/3OOkCkW2zB,325
0.25,Wed Aug 29 06:15:00 +0000 2018,0.769,0.094,0.137,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""Our government needs tools to pressure North Korea.""

Otto Warmbier's parents are trying to honor his legacy by wo… https://t.co/7AAr7amebQ",326
-0.5859,Wed Aug 29 06:07:00 +0000 2018,0.625,0.306,0.069,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Menendez, in fight for political life, loses backing of fellow NJ Democrat https://t.co/PG8hVJIQ0F",327
0.4404,Wed Aug 29 06:00:03 +0000 2018,0.669,0.105,0.226,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@newtgingrich: ""If the Democrats win control of the House, it'll be a total mess for two solid years."" #Cavuto https://t.co/cGLoQ3u4NO",328
0.0,Wed Aug 29 05:53:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The sun sets behind the mountains on Tuesday in Denver, as smoke filters into the intermountain West with forest fi… https://t.co/vFLYA9ncWi",329
0.0,Wed Aug 29 05:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",FIFA president Gianni Infantino gave @POTUS a yellow and red card during a meeting at the @WhiteHouse Tuesday https://t.co/VA8Lmcfmrr,330
-0.3182,Wed Aug 29 05:38:00 +0000 2018,0.784,0.216,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","'Leave my wife out of it,' Rep. Hunter says about corruption charges: report https://t.co/njeUWMMhLE",331
0.0,Wed Aug 29 05:30:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Jim Brown: “This president is accessible and he’s different.” https://t.co/QpLRheFTj8,332
-0.3818,Wed Aug 29 05:23:00 +0000 2018,0.86,0.14,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",A man watches lightning from a concourse at Kauffman Stadium during a severe storm before a baseball game between t… https://t.co/fX3KKkAVSM,333
0.4404,Wed Aug 29 05:15:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RepDeSantis on @AndrewGillum: ""I'm trying to make Florida even better, he's trying to make Florida Venezuela.""… https://t.co/8TY0IAFrM0",334
0.128,Wed Aug 29 05:07:00 +0000 2018,0.889,0.0,0.111,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Homeless veteran who helped stranded woman takes legal action against couple: report https://t.co/gHAUFQDyaL,335
0.0,Wed Aug 29 05:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""It'll ultimately be paid for by Mexico."" — @POTUS responded to a question Tuesday about funding a U.S.-Mexico bord… https://t.co/9sslK4P7F4",336
0.0,Wed Aug 29 04:53:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","On #Cavuto, @newtgingrich predicted that President @realDonaldTrump will get reelected because ""the economy, frankl… https://t.co/LylybTIUFB",337
-0.296,Wed Aug 29 04:45:00 +0000 2018,0.82,0.18,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@LindseyGrahamSC: “I’ve seen no evidence of collusion after two years.” https://t.co/BLwK9GiFFU,338
0.0,Wed Aug 29 04:38:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Earthquake east of Los Angeles hits magnitude 4.4, USGS says https://t.co/zMTjSibrsa",339
0.0,Wed Aug 29 04:30:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","After he was born at just 22 weeks and spent 160 days in the hospital, a baby boy “graduated” from the neonatal int… https://t.co/m0EpY8bQY6",340
0.0,Wed Aug 29 04:23:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",K-pop band @BTS_twt beats Taylor Swift's YouTube record for most video views in 24 hours with song #IDOL https://t.co/3WYHm6GT5e,341
0.0,Wed Aug 29 04:16:44 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Jim Brown: “We should never denigrate our flag and our national anthem.” https://t.co/cBKe4jHAAn,342
-0.5994,Wed Aug 29 04:11:38 +0000 2018,0.755,0.245,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Russia to hold its biggest war games since fall of Soviet Union https://t.co/atP1B7GXnr,343
0.6124,Wed Aug 29 04:08:00 +0000 2018,0.75,0.0,0.25,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Comedian Pete Davidson shared his thoughts about working with @realDonaldTrump when he hosted “Saturday Night Live”… https://t.co/rTVuIjYFOt,344
0.824,Wed Aug 29 04:01:00 +0000 2018,0.619,0.0,0.381,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HEARTWARMING: This golden retriever got the surprise of a lifetime when a special soldier returned home from traini… https://t.co/cNmkkYq0N8,345
-0.34,Wed Aug 29 03:56:39 +0000 2018,0.821,0.179,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",California to become first state eliminating bail for suspects awaiting trial https://t.co/LvMWfzQRJ5,346
-0.2006,Wed Aug 29 03:44:37 +0000 2018,0.893,0.107,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jasoninthehouse on Attorney General Jeff Sessions: ""He's been the most ineffective attorney general we've probabl… https://t.co/VIQDKPA8eZ",347
0.5859,Wed Aug 29 03:35:23 +0000 2018,0.808,0.0,0.192,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@RepMcSally makes remarks after it is projected that she will win the Arizona GOP Senate primary. https://t.co/PZ3HIwa4Xz,348
0.8481,Wed Aug 29 03:33:07 +0000 2018,0.62,0.0,0.38,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JUST IN: Sinema, McSally projected to win Arizona Senate primaries, Ducey keeps reelection hopes alive in governor'… https://t.co/l7bCNE5S7H",349
0.5859,Wed Aug 29 03:30:54 +0000 2018,0.817,0.0,0.183,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","JUST IN: Congresswoman @kyrstensinema will win the Arizona Democratic Senate primary, the Fox News Decision Desk pr… https://t.co/8lUaP0RrFK",350
0.0,Wed Aug 29 03:16:50 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","DOJ official Bruce Ohr grilled over Trump dossier, Steele ties https://t.co/OCdo7McRWb https://t.co/slAan5iQJA",351
0.4404,Wed Aug 29 03:05:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RepDeSantis on @AndrewGillum: ""I'm trying to make Florida even better, he's trying to make Florida Venezuela.""… https://t.co/n6Sf369FlX",352
0.4019,Wed Aug 29 03:00:01 +0000 2018,0.856,0.0,0.144,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Actress @katemara, whose family co-owns the New York @Giants and Pittsburgh @steelers, threw her support behind… https://t.co/Td4efEKjjd",353
0.0,Wed Aug 29 02:52:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Dog owner who used pet-sitting service says he found shirtless men, lube in living room https://t.co/NPUjbnFHY7",354
-0.7964,Wed Aug 29 02:44:00 +0000 2018,0.608,0.392,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Washington state sees 12th feline mutilated amid fears of a serial cat killer https://t.co/Jw9TE508qY,355
0.5719,Wed Aug 29 02:35:12 +0000 2018,0.764,0.0,0.236,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tulsa businessman, political novice Kevin Stitt wins GOP primary for Oklahoma governor https://t.co/pBObz3ZKda",356
0.0,Wed Aug 29 02:27:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mystery as woman in T-shirt and possibly shackles appears on Texas homeowner's doorstep https://t.co/gUqY9zCQDW,357
-0.6597,Wed Aug 29 02:24:15 +0000 2018,0.484,0.367,0.149,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",California mom bitten by 'kissing bug' warns others about danger of 'silent killer' parasitic disease https://t.co/hlzRowjUsF,358
0.5719,Wed Aug 29 02:16:33 +0000 2018,0.748,0.0,0.252,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Donna Shalala, ex-Clinton Cabinet member, wins Dem primary to replace Ros-Lehtinen https://t.co/Gwl4ZmxVd8",359
-0.7717,Wed Aug 29 02:02:00 +0000 2018,0.691,0.309,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","4 Ohio children abducted by mom, believed to be in danger and heading to Florida, police say. https://t.co/ovXuQIVr14",360
0.5267,Wed Aug 29 02:00:09 +0000 2018,0.825,0.0,0.175,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Catherine Herridge reports on Justice Department official Bruce Ohr testifying to House lawmakers Tuesday about his… https://t.co/ZIsRIaH2OD,361
0.5719,Wed Aug 29 01:46:29 +0000 2018,0.709,0.0,0.291,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Rep. @RonDeSantisFL wins the Florida GOP gubernatorial primary. https://t.co/sMH3MYFYmb https://t.co/tvxWErCAzi,362
0.5719,Wed Aug 29 01:42:55 +0000 2018,0.684,0.0,0.316,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@FLGovScott wins the Florida GOP Senate primary. https://t.co/sMH3MYFYmb https://t.co/k9vNy6vhbx,363
0.5859,Wed Aug 29 01:35:48 +0000 2018,0.808,0.0,0.192,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Tallahassee Mayor @AndrewGillum makes remarks after being projected to win the Democratic primary race for Florida… https://t.co/7uvutyxQNV,364
0.2732,Wed Aug 29 01:30:59 +0000 2018,0.717,0.117,0.166,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BREAKING: Tallahassee Mayor @AndrewGillum wins the Democratic primary race for Florida governor in an upset, Fox Ne… https://t.co/r8G24Dhbya",365
0.2023,Wed Aug 29 01:16:02 +0000 2018,0.886,0.0,0.114,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sen. @ChrisCoons: 'Significant Body of Work' From Judge Kavanaugh's Past Yet to Be Reviewed. https://t.co/5b222fk997,366
0.4767,Wed Aug 29 01:04:00 +0000 2018,0.829,0.0,0.171,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@HoustonTexans star @JJWatt's Hurricane Harvey relief helped raise an incredible $41.6 million, a world record for… https://t.co/H1DOJoLjwb",367
0.5859,Wed Aug 29 00:52:55 +0000 2018,0.787,0.0,0.213,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Rep. @RonDeSantisFL makes remarks after being projected to win the Florida GOP gubernatorial primary.… https://t.co/pR2DIfduow,368
0.0772,Wed Aug 29 00:43:21 +0000 2018,0.874,0.0,0.126,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Viking Cruises bans children, says clients want kid-free vacations https://t.co/36TtTo4pDP",369
0.824,Wed Aug 29 00:30:00 +0000 2018,0.619,0.0,0.381,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HEARTWARMING: This golden retriever got the surprise of a lifetime when a special soldier returned home from traini… https://t.co/517qXUT20J,370
0.0,Wed Aug 29 00:26:43 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Florida Agriculture Commissioner @AdamPutnam concedes to Rep. @RonDeSantisFL in the Florida GOP gubernatorial prima… https://t.co/yB9pIJvEw3,371
0.0,Wed Aug 29 00:22:54 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Former soccer star says rat ate his foot while he was sleeping https://t.co/j7YuHWgKqY,372
-0.296,Wed Aug 29 00:14:14 +0000 2018,0.833,0.167,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mom punches homeless woman to stop alleged kidnapping of daughter: records https://t.co/kTA7By9E9g,373
0.5719,Wed Aug 29 00:03:50 +0000 2018,0.802,0.0,0.198,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BREAKING: Trump-backed Florida Rep. DeSantis wins GOP primary race for Florida governor, Fox News projects. https://t.co/1Tn4dpNToH",374
-0.6705,Tue Aug 28 23:58:35 +0000 2018,0.703,0.297,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Missouri becomes first state to issue law protecting citizens from accidentally buying fake meat. https://t.co/qtM6tGsgLm,375
-0.4767,Tue Aug 28 23:44:42 +0000 2018,0.795,0.205,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MS-13 gang member arrested after he re-entered US illegally, Border Patrol says. https://t.co/JfudMBr3Hp",376
-0.5719,Tue Aug 28 23:38:00 +0000 2018,0.829,0.171,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@MZHemingway on NC redistricting ruling: ""It throws the entire state into chaos and it disenfranchises an entire s… https://t.co/MclIbutDdK",377
0.0258,Tue Aug 28 23:34:20 +0000 2018,0.922,0.0,0.078,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Brett Kavanaugh backed by Bob Bennett, Bill Clinton's Paula Jones-era lawyer. (via @nicoledarrah) https://t.co/ifUt1PuDVh",378
-0.5267,Tue Aug 28 23:28:45 +0000 2018,0.671,0.238,0.091,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Toddler's death after leaving immigration facility leads to $40 million legal claim. https://t.co/H2dXw2vJuI,379
-0.1779,Tue Aug 28 23:20:50 +0000 2018,0.759,0.135,0.105,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@USCG and @USNavy bomb technicians are working to retrieve what looks like an unexploded mine that was spotted flo… https://t.co/9nxUVCEhu3,380
0.0,Tue Aug 28 23:19:03 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Google CEO slammed by lawmakers for declining to testify at Senate hearing. https://t.co/TDjJfdQd8r,381
0.0258,Tue Aug 28 23:11:53 +0000 2018,0.948,0.0,0.052,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. @ChrisCoons on calls for postponement of Kavanaugh proceedings: ""At the end of the day what matters here is, a… https://t.co/3Q9ihRRuFs",382
0.7579,Tue Aug 28 22:56:52 +0000 2018,0.548,0.078,0.374,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@POTUS honors anniversary of MLK 'I Have a Dream' speech touting his policies, hope for America https://t.co/xPX2JgNWF3",383
-0.3182,Tue Aug 28 22:49:20 +0000 2018,0.887,0.113,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Secretary Mattis: ""We took the step to suspend several of the largest exercises as a good-faith measure coming out… https://t.co/5VdOHKTBCq",384
0.0,Tue Aug 28 22:37:38 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenatorBerger: ""I think the fairest way to do it is to let the people elect the legislators and let the legislato… https://t.co/KOlrveb3lO",385
0.0,Tue Aug 28 22:26:59 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Phil Keating reports on the tight gubernatorial race in Florida. #SpecialReport  https://t.co/vRKSDUGh21 https://t.co/07aiV9PzT3,386
-0.4019,Tue Aug 28 22:20:42 +0000 2018,0.838,0.162,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@pdoocy reports on today's Arizona @GOP Senate primary, including problems with voting machines. #SpecialReport… https://t.co/SS3reyYSwW",387
